Accel_X,Accel_Y,Accel_Z,Temp,Light
-0.919312,2.413195,8.695164,24.780152,52.000003
-0.536266,2.834546,8.733467,24.736207,5.000000
-0.689484,4.175211,8.924992,24.780152,6.000000
-1.149140,3.026070,9.959217,24.758179,22.000000
-1.838625,2.719632,8.541943,24.714234,28.000000
-1.034226,4.481647,8.120594,24.714234,24.000001
-0.804398,2.757937,7.201281,24.758179,4.000000
-24.706521,24.476693,-1.378969,24.714234,4.000000
-1.493883,2.872851,7.239586,24.758179,16.000000
-2.145062,3.064375,7.584328,24.714234,20.000000
-1.302359,2.528109,8.388725,24.802125,13.000001
-0.957617,3.562336,9.078209,24.736207,16.000000
-1.110836,6.473492,8.082287,24.692261,16.000000
-2.489804,0.995922,8.618553,24.824097,8.000000
-3.217593,0.114914,10.303959,24.714234,8.000000
-1.149140,-1.110836,5.898922,24.780152,13.000001
-0.076609,-2.336586,6.167053,24.714234,12.000000
1.608797,-1.187445,8.848381,24.714234,11.000000
1.455578,-1.302359,10.074131,24.714234,29.000001
2.374890,-1.800320,9.652779,24.758179,31.000001
1.723711,-1.915234,8.963295,24.758179,32.000000
1.149140,-1.953539,9.154819,24.736207,29.000001
1.072531,-1.953539,8.963295,24.758179,30.000000
1.340664,-1.800320,8.963295,24.802125,28.000000
1.340664,-2.068453,8.848381,24.824097,30.000000
1.762015,-2.106757,8.886684,24.780152,26.000001
1.953539,-1.915234,9.078209,24.824097,19.000000
1.608797,-1.876929,9.116512,24.824097,14.000000
1.302359,-1.800320,8.848381,24.802125,13.000001
1.570492,-1.915234,8.695164,24.824097,17.000000
1.034226,-1.302359,9.806000,24.802125,31.000001
1.034226,-1.225750,8.886684,24.846070,32.000000
1.149140,-1.378969,9.116512,24.824097,33.000000
0.919312,-1.493883,9.193123,24.780152,33.000000
0.612875,-1.340664,9.116512,24.824097,34.000001
1.034226,-1.340664,8.848381,24.824097,33.000000
0.421352,-2.106757,8.771770,24.802125,32.000000
0.804398,-2.068453,8.886684,24.802125,29.000001
0.766094,-3.294203,8.656857,24.824097,26.000001
0.038305,-3.447421,8.197201,24.780152,24.000001
0.153219,-2.872851,9.078209,24.846070,25.000000
-0.421352,-2.757937,8.503639,24.846070,23.000000
2.489804,-3.140984,9.116512,24.758179,6.000000
1.915234,-3.332507,8.350422,24.758179,12.000000
1.264054,-2.719632,9.959217,24.824097,131.999993
0.804398,-2.068453,9.959217,24.780152,43.000002
0.651180,-2.413195,8.656857,24.802125,47.000003
1.762015,-2.298281,9.116512,24.780152,120.999992
2.489804,-3.677250,8.503639,24.758179,10.000000
4.290125,-4.634867,6.435186,24.780152,4.000000
3.255898,-3.753859,9.231426,24.868042,113.999999
2.528109,-2.259976,9.231426,24.802125,64.000001
3.064375,-1.532187,8.350422,24.824097,81.000004
2.451500,-1.838625,8.503639,24.824097,6.000000
3.332507,-1.723711,8.312115,24.780152,7.000000
3.447421,-1.532187,9.078209,24.824097,5.000000
3.485726,-1.340664,8.465336,24.824097,7.000000
2.949461,-2.183367,8.580250,24.802125,4.000000
3.140984,-1.915234,8.848381,24.802125,9.000000
2.413195,-2.643023,8.273811,24.802125,7.000000
2.528109,-3.140984,8.771770,24.802125,104.999995
3.792164,-4.673172,8.771770,24.824097,111.000001
1.953539,-4.175211,7.699242,24.758179,42.000003
1.991844,-4.481647,8.043983,24.802125,75.999999
1.187445,-3.409117,9.269733,24.802125,23.000000
0.038305,-4.634867,7.392803,24.824097,21.000001
0.804398,-4.749781,7.660936,24.846070,70.000000
