Accel_X,Accel_Y,Accel_Z,Temp,Light
-1.647101,-5.286047,7.507717,24.472902,24.000001
-1.570492,-5.362656,7.584328,24.451051,31.000001
-1.647101,-5.477570,7.546022,24.429078,26.000001
-1.493883,-4.864695,8.120594,24.494874,24.000001
-1.647101,-5.209436,7.507717,24.472902,23.000000
-1.608797,-5.286047,7.507717,24.451051,30.000000
-1.647101,-5.324350,7.584328,24.472902,23.000000
-1.570492,-5.324350,7.354500,24.385254,21.000001
-1.608797,-5.515875,7.507717,24.472902,20.000000
-1.647101,-5.477570,7.584328,24.429078,24.000001
-1.647101,-5.286047,7.507717,24.451051,21.000001
-1.608797,-5.247742,7.469414,24.472902,24.000001
-1.532187,-5.362656,7.431108,24.472902,26.000001
-1.570492,-5.324350,7.546022,24.451051,26.000001
-1.723711,-5.477570,7.852461,24.451051,29.000001
-1.493883,-5.362656,7.507717,24.516723,21.000001
-1.647101,-4.711475,7.507717,24.451051,25.000000
-1.608797,-5.515875,7.622631,24.494874,25.000000
-1.685406,-5.439264,7.584328,24.472902,26.000001
-1.762015,-5.362656,7.469414,24.494874,27.000000
-1.570492,-5.439264,7.507717,24.494874,23.000000
-1.647101,-5.324350,7.546022,24.472902,21.000001
-1.493883,-5.400961,7.431108,24.451051,26.000001
-1.608797,-5.477570,7.507717,24.385254,21.000001
-1.608797,-5.324350,7.622631,24.472902,22.000000
-1.608797,-5.247742,7.469414,24.472902,24.000001
-1.647101,-5.400961,7.546022,24.494874,23.000000
-1.685406,-5.400961,7.431108,24.494874,24.000001
-1.647101,-5.400961,7.507717,24.472902,21.000001
-1.838625,-5.400961,7.546022,24.472902,26.000001
-1.723711,-5.362656,7.277889,24.472902,26.000001
-1.723711,-5.439264,7.469414,24.429078,26.000001
-1.685406,-5.400961,7.584328,24.494874,26.000001
-1.723711,-5.362656,7.431108,24.451051,25.000000
-1.647101,-5.324350,7.546022,24.472902,24.000001
-1.570492,-5.362656,7.392803,24.516723,24.000001
-1.647101,-5.400961,7.507717,24.494874,29.000001
-1.762015,-5.362656,7.392803,24.516723,22.000000
-1.647101,-5.362656,7.431108,24.451051,23.000000
-1.685406,-5.400961,7.584328,24.494874,21.000001
-1.647101,-5.477570,7.392803,24.494874,23.000000
-1.647101,-5.247742,7.546022,24.516723,20.000000
-1.723711,-5.400961,7.507717,24.407227,22.000000
-1.685406,-5.247742,7.392803,24.494874,21.000001
-1.608797,-5.324350,7.507717,24.494874,21.000001
-1.762015,-5.400961,7.277889,24.472902,22.000000
-1.608797,-5.439264,7.392803,24.472902,27.000000
-1.570492,-5.400961,7.584328,24.516723,18.000001
-1.762015,-5.477570,7.507717,24.494874,23.000000
-1.762015,-5.324350,8.465336,24.538696,23.000000
-1.149140,-5.209436,6.473492,24.451051,16.000000
-2.949461,-6.703320,3.677250,24.472902,12.000000
7.546022,-9.193123,15.628312,24.516723,10.000000
-2.757937,-8.541943,0.000000,24.472902,7.000000
-4.021992,-9.461258,-3.217593,24.472902,7.000000
-1.149140,-5.286047,-7.546022,24.516723,5.000000
0.804398,-4.596561,-7.507717,24.494874,5.000000
0.957617,-4.826389,-8.082287,24.494874,4.000000
0.651180,-6.933147,-8.580250,24.516723,10.000000
2.298281,-6.933147,-5.209436,24.472902,10.000000
1.991844,-10.380570,-4.251820,24.472902,6.000000
4.749781,-7.890764,3.792164,24.538696,13.000001
5.132828,-3.140984,2.949461,24.494874,14.000000
6.856539,-4.481647,2.949461,24.494874,18.000001
6.167053,3.217593,4.290125,24.494874,17.000000
5.171131,0.383047,4.405039,24.494874,18.000001
8.810078,1.149140,7.584328,24.560668,18.000001
6.358578,1.532187,5.247742,24.429078,12.000000
11.644623,8.656857,11.453098,24.516723,14.000000
6.090445,3.102679,5.784006,24.494874,12.000000
9.959217,1.608797,0.038305,24.494874,8.000000
7.852461,6.167053,2.949461,24.516723,6.000000
5.745703,3.830468,3.907078,24.516723,16.000000
8.503639,3.677250,3.485726,24.516723,20.000000
6.894842,2.259976,3.868773,24.516723,7.000000
6.933147,4.941303,3.753859,24.516723,10.000000
5.515875,6.013836,4.903000,24.472902,8.000000
10.840225,4.060297,3.140984,24.516723,8.000000
8.886684,4.021992,-0.229828,24.538696,5.000000
8.082287,4.290125,-0.651180,24.538696,10.000000
8.273811,5.937225,-0.766094,24.560668,26.000001
7.469414,5.860617,-1.608797,24.494874,4.000000
7.469414,-2.719632,0.842703,24.560668,7.000000
8.810078,-3.217593,0.421352,24.560668,17.000000
11.108357,-0.881008,5.362656,24.560668,13.000001
2.834546,-5.017914,5.209436,24.538696,18.000001
1.187445,-3.409117,7.890764,24.516723,24.000001
0.766094,0.076609,11.721233,24.516723,29.000001
0.306437,-0.306437,10.035828,24.538696,30.000000
-1.225750,2.221671,7.507717,24.451051,27.000000
-1.876929,4.098600,7.009756,24.494874,21.000001
-2.757937,4.175211,6.588406,24.582641,17.000000
-3.255898,4.366734,5.784006,24.516723,17.000000
-4.979609,4.519953,6.435186,24.604492,47.000003
