Accel_X,Accel_Y,Accel_Z,Temp,Light
0.459656,-0.076609,9.422951,24.758179,9.000000
0.612875,-0.076609,9.308037,24.692261,5.000000
0.459656,-0.038305,9.308037,24.714234,9.000000
0.383047,-0.114914,9.308037,24.714234,10.000000
0.459656,-0.114914,9.193123,24.714234,10.000000
0.421352,-0.076609,9.193123,24.824097,9.000000
0.497961,-0.076609,9.193123,24.736207,8.000000
0.421352,-0.038305,9.269733,24.758179,7.000000
0.497961,-0.038305,9.269733,24.758179,8.000000
0.459656,-0.153219,9.231426,24.758179,4.000000
0.536266,-0.191523,9.346344,24.758179,7.000000
0.612875,-0.038305,9.269733,24.736207,11.000000
0.421352,-0.114914,9.308037,24.714234,20.000000
0.459656,0.000000,9.193123,24.758179,11.000000
0.497961,-0.114914,9.308037,24.780152,10.000000
0.383047,-0.114914,9.116512,24.780152,7.000000
0.612875,-0.076609,9.346344,24.736207,8.000000
0.383047,-0.153219,9.346344,24.714234,6.000000
0.268133,-0.114914,11.031750,24.780152,7.000000
-0.038305,1.110836,13.713077,24.802125,8.000000
1.800320,-1.187445,11.644623,24.758179,10.000000
0.919312,0.919312,7.431108,24.780152,7.000000
-0.076609,1.570492,11.108357,24.714234,11.000000
-1.991844,0.000000,8.043983,24.780152,5.000000
-0.497961,-0.689484,10.112435,24.758179,7.000000
0.076609,-1.034226,9.154819,24.780152,16.000000
0.344742,-0.497961,9.576172,24.758179,9.000000
-0.421352,-1.493883,9.576172,24.736207,8.000000
0.344742,-2.259976,9.116512,24.758179,6.000000
-0.153219,-2.183367,8.733467,24.802125,7.000000
0.191523,-1.225750,9.614475,24.736207,14.000000
0.114914,-2.604718,9.193123,24.780152,7.000000
0.114914,-0.459656,8.963295,24.824097,7.000000
-2.374890,1.991844,9.844303,24.758179,8.000000
-3.255898,-3.600640,9.806000,24.802125,11.000000
-0.191523,-0.612875,8.924992,24.802125,7.000000
-0.153219,-0.306437,9.231426,24.736207,7.000000
-0.804398,-0.191523,9.691086,24.780152,5.000000
0.191523,-0.574570,9.193123,24.780152,28.000000
0.574570,-0.651180,9.806000,24.758179,21.000001
0.612875,1.455578,8.848381,24.846070,10.000000
-0.268133,-0.727789,8.924992,24.758179,5.000000
-2.643023,-1.838625,9.422951,24.780152,6.000000
-2.566414,-1.647101,8.541943,24.736207,7.000000
-2.374890,-1.762015,8.618553,24.824097,4.000000
-2.911156,-2.068453,9.269733,24.780152,7.000000
-1.378969,-0.306437,8.810078,24.780152,10.000000
-0.804398,-1.340664,8.924992,24.846070,8.000000
-0.574570,-0.344742,9.154819,24.780152,6.000000
-0.842703,-2.489804,9.346344,24.780152,8.000000
0.306437,-1.072531,9.269733,24.780152,10.000000
-0.651180,0.153219,10.112435,24.780152,9.000000
0.038305,-0.114914,7.584328,24.780152,6.000000
-0.651180,-1.647101,9.039906,24.758179,5.000000
-0.766094,-0.651180,9.652779,24.780152,4.000000
-0.881008,0.383047,9.154819,24.824097,6.000000
-0.842703,-2.834546,8.963295,24.780152,7.000000
1.723711,3.026070,-6.703320,24.802125,15.000000
0.689484,8.312115,5.477570,24.824097,13.000001
-0.421352,8.580250,-3.485726,24.802125,6.000000
-0.038305,9.308037,-2.757937,24.780152,7.000000
3.868773,6.588406,-0.421352,24.824097,5.000000
0.766094,-0.383047,11.223271,24.824097,28.000000
1.723711,-0.114914,8.656857,24.802125,27.000000
1.302359,-1.532187,8.733467,24.780152,27.000000
-2.374890,-3.294203,8.235508,24.780152,18.000001
-2.949461,-3.255898,7.392803,24.846070,18.000001
-3.753859,-3.409117,8.043983,24.780152,18.000001
