Accel_X,Accel_Y,Accel_Z,Temp,Light
1.838625,-6.588406,6.818233,24.802125,4.000000
1.608797,-6.090445,6.894842,24.758179,6.000000
1.953539,-6.396881,6.473492,24.758179,3.000000
1.685406,-5.784006,6.550100,24.802125,4.000000
1.838625,-6.435186,7.431108,24.758179,3.000000
1.532187,-6.396881,6.396881,24.758179,24.000001
1.838625,-6.818233,6.779928,24.736207,4.000000
1.110836,-6.511797,6.703320,24.780152,3.000000
1.570492,-6.511797,6.320272,24.824097,4.000000
1.762015,-6.779928,6.167053,24.780152,4.000000
1.838625,-6.971453,6.473492,24.758179,5.000000
1.838625,-6.703320,6.128750,24.758179,5.000000
1.838625,-6.856539,5.362656,24.758179,21.000001
1.034226,-6.703320,9.920914,24.736207,4.000000
-1.723711,1.110836,1.608797,24.758179,12.000000
-0.038305,-1.647101,0.995922,24.780152,4.000000
-1.034226,-1.838625,2.183367,24.736207,4.000000
-1.034226,-2.489804,3.753859,24.824097,25.000000
0.191523,-4.788086,3.638945,24.802125,17.000000
3.600640,-5.630789,3.179289,24.802125,7.000000
5.707397,-4.788086,2.949461,24.736207,4.000000
6.013836,-1.876929,2.911156,24.780152,4.000000
6.205359,0.995922,4.098600,24.780152,4.000000
-0.038305,-0.114914,0.114914,24.714234,4.000000
33.593202,38.419601,3.217593,24.802125,35.000000
-0.229828,7.775850,3.677250,24.780152,30.000000
-0.038305,8.273811,3.868773,24.802125,12.000000
0.000000,8.158897,4.060297,24.802125,95.000000
0.038305,8.158897,4.021992,24.802125,49.000001
-0.038305,8.235508,3.983687,24.758179,58.000002
0.000000,8.120594,4.175211,24.846070,20.000000
-0.114914,8.197201,3.945382,24.824097,14.000000
0.000000,8.158897,4.251820,24.824097,15.000000
-0.038305,8.158897,3.945382,24.780152,86.000004
0.038305,8.273811,3.868773,24.846070,75.999999
-0.076609,8.273811,3.983687,24.846070,38.000000
-0.191523,8.312115,3.983687,24.824097,39.000001
-0.038305,8.235508,3.945382,24.868042,28.000000
0.038305,8.235508,4.021992,24.846070,39.000001
-0.076609,8.388725,3.868773,24.868042,19.000000
0.000000,8.158897,3.945382,24.846070,34.000001
-0.038305,8.043983,3.868773,24.846070,50.999999
0.000000,8.197201,4.060297,24.824097,33.000000
0.000000,8.158897,4.098600,24.846070,42.000003
0.000000,8.197201,4.098600,24.868042,85.000000
0.000000,8.197201,4.136906,24.890015,17.000000
0.000000,8.158897,3.983687,24.890015,38.000000
-0.038305,8.082287,4.136906,24.868042,25.000000
0.076609,8.197201,4.021992,24.890015,33.000000
0.000000,8.312115,4.098600,24.868042,70.000000
0.000000,8.235508,3.945382,24.868042,25.000000
-0.076609,8.235508,4.098600,24.955933,6.000000
-0.038305,8.082287,3.945382,24.890015,40.999999
0.000000,8.235508,4.021992,24.890015,38.000000
0.000000,8.273811,3.983687,24.890015,49.000001
0.076609,8.273811,4.136906,24.890015,65.999999
-0.038305,8.273811,3.983687,24.933960,38.000000
0.000000,8.197201,3.945382,24.912109,40.999999
0.076609,8.158897,4.060297,24.955933,33.000000
0.038305,8.197201,4.060297,24.933960,10.000000
0.076609,8.197201,4.098600,24.955933,42.000003
0.076609,8.158897,3.983687,24.912109,55.000000
-0.038305,8.197201,4.060297,24.933960,9.000000
0.076609,8.197201,3.983687,24.912109,9.000000
0.038305,8.273811,3.868773,24.912109,26.000001
-0.114914,8.197201,3.945382,24.955933,65.999999
0.076609,8.197201,4.098600,24.955933,49.000001
-0.038305,8.273811,3.983687,25.000000,25.000000
-0.076609,8.120594,4.060297,25.021973,45.999999
-0.114914,8.120594,4.021992,24.978027,28.000000
0.038305,8.082287,4.060297,25.000000,48.000002
0.000000,8.120594,3.907078,25.000000,45.999999
-0.076609,8.158897,3.945382,24.978027,40.000000
2.489804,7.660936,4.443342,24.955933,58.000002
8.388725,-2.566414,5.477570,25.000000,21.000001
8.350422,-4.826389,1.110836,24.933960,27.000000
-0.612875,-5.937225,-5.362656,24.978027,11.000000
4.060297,-9.116512,0.727789,24.978027,47.000003
3.409117,-8.886684,0.842703,25.000000,45.000000
4.826389,-8.541943,-0.459656,25.000000,7.000000
6.358578,-7.814156,-1.532187,25.021973,7.000000
5.515875,-7.622631,-1.800320,25.000000,11.000000
6.013836,-7.316195,-0.689484,24.955933,60.000000
6.511797,-6.550100,-0.268133,25.021973,18.000001
6.894842,-6.933147,-0.804398,25.000000,17.000000
6.396881,-7.431108,-0.995922,25.066040,31.000001
7.852461,-6.779928,-0.919312,25.088012,27.000000
7.622631,-5.477570,1.110836,25.021973,65.000000
6.435186,-8.197201,-0.459656,25.088012,28.000000
5.554178,-7.929070,-0.421352,25.088012,19.000000
5.554178,-9.729389,-0.651180,25.021973,64.000001
6.550100,-7.354500,-0.076609,25.000000,29.000001
8.963295,-5.707397,1.110836,25.066040,7.000000
5.247742,-8.541943,-4.213514,25.043945,60.000000
1.991844,-7.431108,3.524031,25.066040,30.000000
3.945382,-9.882607,2.949461,25.066040,55.999999
1.149140,-14.785607,-0.881008,25.088012,7.000000
3.140984,-10.035828,4.443342,25.043945,7.000000
0.842703,-8.082287,2.451500,25.066040,57.000003
1.340664,-9.729389,3.907078,25.021973,9.000000
0.995922,-8.886684,4.136906,25.066040,72.000003
3.140984,-8.656857,2.949461,25.066040,42.000003
5.324350,-10.763615,3.524031,25.132082,14.000000
4.060297,-8.350422,2.528109,25.109985,79.000001
-2.451500,-6.090445,-0.153219,25.066040,27.000000
4.251820,-7.929070,2.221671,25.066040,6.000000
5.439264,-7.584328,4.519953,25.109985,14.000000
7.737547,-3.638945,-1.187445,25.109985,20.000000
6.703320,-4.366734,2.604718,25.088012,77.000003
6.013836,-7.890764,1.953539,25.088012,19.000000
7.316195,-5.554178,5.400961,25.109985,22.000000
7.048061,-7.392803,2.643023,25.088012,54.000001
6.167053,-4.903000,4.443342,25.088012,8.000000
4.826389,-1.953539,6.818233,25.088012,10.000000
-1.034226,1.149140,11.261578,25.043945,7.000000
-1.072531,0.229828,7.814156,25.154054,9.000000
0.038305,1.149140,8.427029,25.132082,8.000000
0.306437,1.149140,9.652779,25.066040,9.000000
-0.459656,2.681328,14.019512,25.088012,17.000000
3.600640,-0.651180,9.499561,25.132082,23.000000
1.838625,2.030149,6.818233,25.109985,37.000000
0.689484,3.792164,7.048061,25.088012,36.000001
0.459656,4.558256,7.967375,25.132082,35.000000
0.038305,4.175211,8.197201,25.132082,37.000000
-3.524031,2.719632,6.779928,25.109985,38.000000
0.383047,4.251820,8.005676,25.132082,38.000000
0.229828,4.788086,7.775850,25.154054,37.000000
0.000000,4.979609,7.890764,25.198121,36.000001
-0.114914,5.094522,7.660936,25.176027,35.000000
-0.153219,4.826389,7.584328,25.109985,35.000000
-0.038305,4.903000,7.354500,25.132082,36.000001
-0.038305,4.979609,7.546022,25.176027,36.000001
-0.038305,5.056217,7.584328,25.154054,36.000001
-0.076609,4.903000,6.971453,25.154054,37.000000
0.038305,4.366734,8.733467,25.154054,39.000001
-0.038305,4.443342,8.005676,25.154054,38.000000
0.191523,4.405039,8.005676,25.154054,38.000000
-0.114914,4.519953,8.197201,25.132082,38.000000
0.421352,5.324350,7.086367,25.176027,36.000001
-0.306437,6.281967,7.009756,25.176027,33.000000
0.383047,6.052139,7.009756,25.154054,32.000000
1.149140,5.324350,8.656857,25.176027,33.000000
2.911156,4.634867,6.320272,25.154054,31.000001
3.715554,4.558256,7.124672,25.242188,30.000000
3.524031,4.903000,6.856539,25.242188,31.000001
3.638945,4.060297,7.277889,25.198121,32.000000
3.332507,4.366734,7.431108,25.176027,32.000000
3.332507,4.558256,7.316195,25.176027,32.000000
3.370812,4.558256,7.239586,25.198121,31.000001
3.409117,4.481647,7.124672,25.198121,31.000001
3.447421,4.405039,7.009756,25.198121,31.000001
3.255898,4.558256,7.162975,25.220215,31.000001
2.183367,5.132828,5.745703,25.176027,33.000000
1.187445,4.481647,8.312115,25.220215,39.000001
-0.038305,4.098600,8.427029,25.220215,39.000001
-0.076609,2.987765,8.388725,25.198121,39.000001
-1.225750,3.524031,9.576172,25.220215,69.000001
-0.306437,3.179289,8.503639,25.176027,64.000001
-0.344742,3.485726,8.120594,25.264161,62.000003
-0.574570,3.332507,8.656857,25.242188,44.000001
-0.114914,3.255898,8.618553,25.264161,45.000000
-0.076609,3.026070,8.886684,25.264161,48.000002
-0.574570,2.872851,9.308037,25.242188,42.000003
